id,title,genres,overview,cast,director,popularity,release_date,vote_average
1580,Iron Man 2,Adventure Action Science Fiction,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau,77.300194,28-04-2010,6.6
3590,Snow White and the Huntsman,Adventure Fantasy Drama,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane,Rupert Sanders,77.178973,30-05-2012,5.8
4231,Hercules,Action Adventure,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",Dwayne Johnson Ian McShane John Hurt Rufus Sewell Aksel Hennie,Brett Ratner,76.842247,23-07-2014,5.6
73,Ocean's Twelve,Thriller Crime,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",George Clooney Brad Pitt Catherine Zeta-Jones Julia Roberts Andy Garc\u00eda,Steven Soderbergh,76.840712,09-12-2004,6.4
46,Back to the Future,Adventure Comedy Science Fiction Family,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover Thomas F. Wilson,Robert Zemeckis,76.603233,03-07-1985,8.0
3980,The Hunger Games: Catching Fire,Adventure Action Science Fiction,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence,76.310119,15-11-2013,7.4
388,Saving Private Ryan,Drama History War,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",Tom Hanks Matt Damon Vin Diesel Tom Sizemore Barry Pepper,Steven Spielberg,76.041867,24-07-1998,7.9
102,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",Harrison Ford Cate Blanchett Shia LaBeouf Ray Winstone Karen Allen,Steven Spielberg,75.674458,21-05-2008,5.7
425,Mission: Impossible,Adventure Action Thriller,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Tom Cruise Jon Voight Emmanuelle B\u00e9art Henry Czerny Jean Reno,Brian De Palma,75.290998,22-05-1996,6.7
4057,About Time,Comedy Drama Science Fiction,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson Lindsay Duncan,Richard Curtis,74.817641,16-08-2013,7.8
4391,Run All Night,Action Crime Drama Mystery Thriller,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,Jaume Collet-Serra,74.64653,11-03-2015,6.3
573,Captain America: The First Avenger,Action Adventure Science Fiction,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,Joe Johnston,74.506246,22-07-2011,6.6
444,The Prestige,Drama Mystery Thriller,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Hugh Jackman Christian Bale Michael Caine Scarlett Johansson Andy Serkis,Christopher Nolan,74.440708,19-10-2006,8.0
4052,The Grand Budapest Hotel,Comedy Drama,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",Ralph Fiennes Tony Revolori F. Murray Abraham Mathieu Amalric Adrien Brody,Wes Anderson,74.417456,26-02-2014,8.0
4332,The Fault in Our Stars,Romance Drama,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",Shailene Woodley Ansel Elgort Nat Wolff Laura Dern Sam Trammell,Josh Boone,74.358971,16-05-2014,7.6
103,The Terminator,Action Thriller Science Fiction,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance Henriksen,James Cameron,74.234793,26-10-1984,7.3
4365,The Interview,Action Comedy,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",James Franco Seth Rogen Lizzy Caplan Randall Park Diana Bang,Seth Rogen,74.168016,25-12-2014,6.1
2802,The Cabin in the Woods,Horror Thriller,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",Kristen Connolly Chris Hemsworth Anna Hutchison Fran Kranz Jesse Williams,Drew Goddard,73.987775,12-04-2012,6.5
281,Catch Me If You Can,Drama Crime,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen Nathalie Baye,Steven Spielberg,73.944049,25-12-2002,7.7
3876,Cloud Atlas,Drama Science Fiction,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",Tom Hanks Halle Berry Jim Broadbent Hugo Weaving Jim Sturgess,Tom Tykwer,73.872343,26-10-2012,6.6
1163,Wanted,Action Thriller Crime,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",Angelina Jolie James McAvoy Morgan Freeman Thomas Kretschmann Terence Stamp,Timur Bekmambetov,73.82289,19-06-2008,6.4
2714,TRON: Legacy,Adventure Action Science Fiction,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",Garrett Hedlund Jeff Bridges Olivia Wilde Bruce Boxleitner Yaya DaCosta,Joseph Kosinski,73.79505,10-12-2010,6.3
392,Toy Story,Animation Comedy Family,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",Tom Hanks Tim Allen Don Rickles Jim Varney Wallace Shawn,John Lasseter,73.640445,30-10-1995,7.7
2234,Star Trek,Science Fiction Action Adventure,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,J.J. Abrams,73.616808,06-05-2009,7.4
393,Toy Story 2,Animation Comedy Family,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don Rickles,John Lasseter,73.575118,30-10-1999,7.3
27,American History X,Drama,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Edward Norton Edward Furlong Beverly D'Angelo Avery Brooks Jennifer Lien,Tony Kaye,73.567232,30-10-1998,8.2
262,The Matrix Revolutions,Adventure Action Thriller Science Fiction,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,Lilly Wachowski,73.313918,05-11-2003,6.4
626,The Butterfly Effect,Science Fiction Thriller,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",Ashton Kutcher Melora Walters Amy Smart Elden Henson William Lee Scott,Eric Bress,73.307513,22-01-2004,7.3
330,The Sixth Sense,Mystery Thriller Drama,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",Bruce Willis Toni Collette Olivia Williams Haley Joel Osment Donnie Wahlberg,M. Night Shyamalan,73.085576,06-08-1999,7.7
4508,Trainwreck,Comedy,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Amy Schumer Bill Hader Brie Larson Colin Quinn Vanessa Bayer,Judd Apatow,72.774941,17-07-2015,5.9
4341,Sex Tape,Comedy,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",Cameron Diaz Jason Segel Rob Corddry Ellie Kemper Rob Lowe,Jake Kasdan,72.641296,17-07-2014,5.3
2541,Inglourious Basterds,Drama Action Thriller War,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",Brad Pitt M\u00e9lanie Laurent Christoph Waltz Eli Roth Michael Fassbender,Quentin Tarantino,72.595961,18-08-2009,7.9
3975,Captain America: The Winter Soldier,Action Adventure Science Fiction,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo,72.225265,20-03-2014,7.6
467,Rocky,Drama,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",Sylvester Stallone Talia Shire Burt Young Carl Weathers Burgess Meredith,John G. Avildsen,72.19808,21-11-1976,7.5
221,Terminator Salvation,Action Science Fiction Thriller,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",Christian Bale Sam Worthington Anton Yelchin Moon Bloodgood Bryce Dallas Howard,McG,71.862892,20-05-2009,5.9
3528,300: Rise of an Empire,Action War,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",Sullivan Stapleton Eva Green Lena Headey Callan Mulvey David Wenham,Noam Murro,71.510596,05-03-2014,6.1
4445,Pitch Perfect 2,Comedy Music,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",Anna Kendrick Rebel Wilson Hailee Steinfeld Brittany Snow Skylar Astin,Elizabeth Banks,71.496894,07-05-2015,6.8
3778,Now You See Me,Thriller Crime,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,Jesse Eisenberg Mark Ruffalo Woody Harrelson M\u00e9lanie Laurent Isla Fisher,Louis Leterrier,71.124686,29-05-2013,7.3
964,I Am Legend,Drama Horror Action Thriller Science Fiction,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence,70.867401,14-12-2007,6.9
261,The Matrix Reloaded,Adventure Action Thriller Science Fiction,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,Lilly Wachowski,70.78591,15-05-2003,6.7
4264,Let's Be Cops,Comedy,"It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",Jake Johnson Damon Wayans Jr. Nina Dobrev Rob Riggle James D'Arcy,Luke Greenfield,70.668923,13-08-2014,6.4
25,Million Dollar Baby,Drama,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Clint Eastwood Hilary Swank Morgan Freeman Jay Baruchel Mike Colter,Clint Eastwood,70.456012,15-12-2004,7.7
348,Gattaca,Thriller Science Fiction Mystery Romance,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",Ethan Hawke Jude Law Gore Vidal Uma Thurman Alan Arkin,Andrew Niccol,70.398356,07-09-1997,7.5
49,Scarface,Action Crime Drama Thriller,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",Al Pacino Steven Bauer Michelle Pfeiffer Mary Elizabeth Mastrantonio Robert Loggia,Brian De Palma,70.105981,08-12-1983,8.0
1086,Ice Age: Dawn of the Dinosaurs,Animation Comedy Family Adventure,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",Ray Romano John Leguizamo Denis Leary Queen Latifah Simon Pegg,Carlos Saldanha,69.457898,29-06-2009,6.5
136,Terminator 3: Rise of the Machines,Action Thriller Science Fiction,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow,69.405188,02-07-2003,5.9
3168,The Social Network,Drama,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",Jesse Eisenberg Andrew Garfield Justin Timberlake Armie Hammer Max Minghella,David Fincher,69.27822,30-09-2010,7.1
3721,Prometheus,Science Fiction Adventure Mystery,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green,Ridley Scott,68.889395,30-05-2012,6.3
3735,Ted,Comedy Fantasy,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Mark Wahlberg Mila Kunis Seth MacFarlane Joel McHale Giovanni Ribisi,Seth MacFarlane,68.87691,29-06-2012,6.3
4471,The Conjuring 2,Horror,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,Patrick Wilson Vera Farmiga Madison Wolfe Frances O'Connor Lauren Esposito,James Wan,68.794673,13-05-2016,7.0
3182,Megamind,Animation Action Comedy Family Science Fiction,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,Tom McGrath,68.757242,28-10-2010,6.7
4316,Ted 2,Comedy,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Mark Wahlberg Seth MacFarlane Amanda Seyfried Jessica Barth Giovanni Ribisi,Seth MacFarlane,68.734513,25-06-2015,6.2
4514,The Hateful Eight,Crime Drama Mystery Western,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins Demi\u00e1n Bichir,Quentin Tarantino,68.717016,25-12-2015,7.6
3712,The Hunger Games,Science Fiction Adventure Fantasy,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Gary Ross,68.550698,12-03-2012,6.9
36,Raiders of the Lost Ark,Adventure Action,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",Harrison Ford Karen Allen Paul Freeman Ronald Lacey John Rhys-Davies,Steven Spielberg,68.159596,12-06-1981,7.7
236,Apollo 13,Drama,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",Tom Hanks Bill Paxton Kevin Bacon Gary Sinise Ed Harris,Ron Howard,68.140214,30-06-1995,7.3
3972,Dumb and Dumber To,Comedy,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",Jim Carrey Jeff Daniels Rachel Melvin Kathleen Turner Brady Bluhm,Bobby Farrelly,67.767785,12-11-2014,5.4
3776,Oblivion,Action Science Fiction Adventure Mystery,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau,Joseph Kosinski,67.698004,10-04-2013,6.4
304,Aliens,Horror Action Thriller Science Fiction,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",Sigourney Weaver Michael Biehn James Remar Paul Reiser Lance Henriksen,James Cameron,67.66094,18-07-1986,7.7
273,Grease,Romance,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi Conn,Randal Kleiser,67.608041,07-07-1978,7.2
2232,Angels & Demons,Thriller Mystery,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino,Ron Howard,67.447636,13-05-2009,6.5
1756,Mulan,Animation Family Adventure,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June Foray,Tony Bancroft,67.427755,18-06-1998,7.6
278,The Wizard of Oz,Adventure Family Fantasy,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",Judy Garland Frank Morgan Ray Bolger Bert Lahr Jack Haley,Victor Fleming,67.417542,15-08-1939,7.4
180,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure Family Fantasy,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,Andrew Adamson,67.391328,07-12-2005,6.7
3695,Elysium,Science Fiction Action Drama Thriller,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna,Neill Blomkamp,67.33767,07-08-2013,6.4
362,Shrek,Adventure Animation Comedy Family Fantasy,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",Mike Myers Eddie Murphy Cameron Diaz John Lithgow Vincent Cassel,Andrew Adamson,67.298732,16-05-2001,7.3
1601,How to Train Your Dragon,Fantasy Adventure Animation Family,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders,67.263269,05-03-2010,7.5
